state, action, reward
1.104;0.0227;0.5;0.4773;0.0013;0.0293;0.028,30;85;100,0.96
1.104;0.0638;0.5106;0.4255;0.004;0.032;0.0267,110;95;115,0.96
1.02;0.0233;0.5233;0.4535;0.0013;0.03;0.026,45;40;100,1.032
0.936;0.075;0.4375;0.4875;0.004;0.0233;0.026,75;90;110,0.912
0.864;0.0137;0.4795;0.5068;0.0007;0.0233;0.0247,60;60;30,0.936
0.924;0.0602;0.4458;0.494;0.0033;0.0247;0.0273,70;40;95,0.864
0.792;0.0494;0.4815;0.4691;0.0027;0.026;0.0253,65;35;90,0.9
0.924;0.0119;0.5595;0.4286;0.0007;0.0313;0.024,55;65;35,0.9
1.116;0.0204;0.5;0.4796;0.0013;0.0327;0.0313,85;60;120,1.02
0.42;0.0;0.4776;0.5224;0.0;0.0213;0.0233,70;105;50,0.828
1.02;0.05;0.5;0.45;0.0033;0.0333;0.03,90;80;30,0.912
1.104;0.0341;0.5114;0.4545;0.002;0.03;0.0267,75;105;95,0.924
0.912;0.0698;0.4767;0.4535;0.004;0.0273;0.026,120;105;30,1.008
1.092;0.0101;0.5354;0.4545;0.0007;0.0353;0.03,115;70;60,0.972
0.984;0.0494;0.4691;0.4815;0.0027;0.0253;0.026,75;70;110,0.9
0.948;0.039;0.4675;0.4935;0.002;0.024;0.0253,90;110;105,1.068
0.924;0.0;0.55;0.45;0.0;0.0367;0.03,115;85;45,0.948
0.324;0.0;0.4783;0.5217;0.0;0.022;0.024,35;85;80,0.804
0.708;0.027;0.5;0.473;0.0013;0.0247;0.0233,90;110;95,0.948
1.032;0.037;0.5062;0.4568;0.002;0.0273;0.0247,35;100;70,0.948
1.092;0.051;0.5;0.449;0.0033;0.0327;0.0293,105;80;60,0.912
0.612;0.0152;0.4545;0.5303;0.0007;0.02;0.0233,60;75;90,0.864
1.08;0.0833;0.4792;0.4375;0.0053;0.0307;0.028,85;40;40,0.948
0.84;0.0;0.5234;0.4766;0.0;0.0373;0.034,40;70;65,0.852
0.564;0.0556;0.5185;0.4259;0.004;0.0373;0.0307,45;30;75,0.768
1.104;0.0549;0.4286;0.5165;0.0033;0.026;0.0313,95;95;70,0.972
0.432;0.0;0.4648;0.5352;0.0;0.022;0.0253,65;105;35,0.78
0.972;0.0;0.5054;0.4946;0.0;0.0313;0.0307,115;40;35,0.912
1.044;0.0112;0.4719;0.5169;0.0007;0.028;0.0307,110;120;70,0.984
1.128;0.022;0.5055;0.4725;0.0013;0.0307;0.0287,50;50;70,0.96
1.032;0.0111;0.5556;0.4333;0.0007;0.0333;0.026,40;70;55,1.008
0.912;0.0494;0.4444;0.5062;0.0027;0.024;0.0273,90;50;65,0.84
1.128;0.05;0.51;0.44;0.0033;0.034;0.0293,75;50;115,0.996
0.756;0.064;0.464;0.472;0.0053;0.0387;0.0393,60;110;110,0.768
0.996;0.0116;0.5;0.4884;0.0007;0.0287;0.028,30;60;100,0.876
1.068;0.087;0.5;0.413;0.0053;0.0307;0.0253,65;65;85,0.876
1.044;0.0606;0.4949;0.4444;0.004;0.0327;0.0293,105;70;30,0.972
1.032;0.0455;0.4773;0.4773;0.0027;0.028;0.028,110;50;40,0.972
0.84;0.0137;0.4932;0.4932;0.0007;0.024;0.024,90;115;85,1.008
0.612;0.0641;0.4615;0.4744;0.0033;0.024;0.0247,95;105;85,0.972
1.104;0.0208;0.5104;0.4688;0.0013;0.0327;0.03,55;70;70,0.96
0.468;0.0;0.4857;0.5143;0.0;0.0227;0.024,85;105;115,0.876
0.96;0.011;0.5604;0.4286;0.0007;0.034;0.026,120;65;90,0.948
0.864;0.0851;0.5;0.4149;0.0053;0.0313;0.026,65;55;35,0.804
0.96;0.0;0.5316;0.4684;0.0;0.028;0.0247,35;50;40,0.984
0.66;0.0488;0.4756;0.4756;0.0027;0.026;0.026,60;105;30,0.804
1.008;0.0222;0.4889;0.4889;0.0013;0.0293;0.0293,50;50;40,0.984
0.552;0.0;0.5139;0.4861;0.0;0.0247;0.0233,120;95;35,0.912
1.104;0.0189;0.5094;0.4717;0.0013;0.036;0.0333,60;80;40,0.996
0.312;0.0;0.5068;0.4932;0.0;0.0247;0.024,75;60;90,0.78
1.056;0.0102;0.5;0.4898;0.0007;0.0327;0.032,70;40;105,0.972
0.972;0.0;0.4783;0.5217;0.0;0.0293;0.032,50;35;50,0.84
0.792;0.1215;0.4579;0.4206;0.0087;0.0327;0.03,105;30;90,0.756
1.02;0.0349;0.5116;0.4535;0.002;0.0293;0.026,105;55;55,0.912
0.612;0.0;0.4795;0.5205;0.0;0.0233;0.0253,120;50;80,1.02
1.056;0.0617;0.5185;0.4198;0.0033;0.028;0.0227,90;55;110,1.008
1.116;0.1143;0.419;0.4667;0.008;0.0293;0.0327,120;80;100,0.924
1.032;0.038;0.481;0.481;0.002;0.0253;0.0253,30;100;55,0.9
1.02;0.0549;0.5055;0.4396;0.0033;0.0307;0.0267,80;35;90,0.78
1.068;0.0;0.5176;0.4824;0.0;0.0293;0.0273,100;45;85,0.876
0.396;0.0;0.493;0.507;0.0;0.0233;0.024,100;45;105,0.888
0.864;0.0137;0.5205;0.4658;0.0007;0.0253;0.0227,110;120;85,0.924
1.02;0.0115;0.5057;0.4828;0.0007;0.0293;0.028,80;35;75,0.948
0.888;0.0411;0.4932;0.4658;0.002;0.024;0.0227,105;80;40,0.9
0.84;0.0109;0.4783;0.5109;0.0007;0.0293;0.0313,65;100;110,0.948
0.42;0.026;0.4675;0.5065;0.0013;0.024;0.026,55;85;110,0.876
0.912;0.0652;0.4783;0.4565;0.004;0.0293;0.028,55;100;35,0.912
0.756;0.0533;0.4667;0.48;0.0027;0.0233;0.024,105;75;80,0.996
0.96;0.0366;0.4878;0.4756;0.002;0.0267;0.026,120;35;30,0.864
1.08;0.0659;0.4945;0.4396;0.004;0.03;0.0267,70;85;65,0.876
0.948;0.0111;0.5;0.4889;0.0007;0.03;0.0293,30;60;35,0.888
0.804;0.0175;0.4737;0.5088;0.0013;0.036;0.0387,95;100;35,0.768
0.96;0.0452;0.4839;0.471;0.0047;0.05;0.0487,55;80;35,0.768
0.576;0.0;0.507;0.493;0.0;0.024;0.0233,30;30;90,0.936
1.224;0.0106;0.5;0.4894;0.0007;0.0313;0.0307,35;90;105,0.912
0.624;0.0;0.5294;0.4706;0.0;0.03;0.0267,65;40;80,0.876
1.092;0.0172;0.4914;0.4914;0.0013;0.038;0.038,95;80;40,0.936
1.056;0.0375;0.525;0.4375;0.002;0.028;0.0233,85;50;85,0.996
1.116;0.1102;0.4646;0.4252;0.0093;0.0393;0.036,115;80;45,0.828
0.936;0.0278;0.4861;0.4861;0.0013;0.0233;0.0233,75;40;110,1.056
0.912;0.0645;0.5376;0.3978;0.004;0.0333;0.0247,50;30;105,0.756
1.104;0.044;0.4505;0.5055;0.0027;0.0273;0.0307,45;100;120,1.008
0.396;0.0139;0.5;0.4861;0.0007;0.024;0.0233,115;80;110,0.948
1.104;0.0526;0.4632;0.4842;0.0033;0.0293;0.0307,120;115;45,0.984
0.336;0.0;0.5;0.5;0.0;0.024;0.024,35;90;75,0.792
0.792;0.0233;0.5349;0.4419;0.0013;0.0307;0.0253,75;45;120,0.84
0.852;0.037;0.5185;0.4444;0.002;0.028;0.024,55;35;65,0.888
0.66;0.0;0.4706;0.5294;0.0;0.0213;0.024,115;55;60,0.864
1.044;0.0714;0.5;0.4286;0.004;0.028;0.024,100;105;30,0.984
0.78;0.0256;0.4615;0.5128;0.0013;0.024;0.0267,30;105;70,0.96
0.648;0.0;0.5488;0.4512;0.0;0.03;0.0247,70;55;95,0.9
1.14;0.08;0.488;0.432;0.0067;0.0407;0.036,95;100;80,0.912
0.768;0.0;0.4861;0.5139;0.0;0.0233;0.0247,55;40;90,0.984
0.732;0.0429;0.4714;0.4857;0.002;0.022;0.0227,110;105;120,1.056
0.792;0.0122;0.5122;0.4756;0.0007;0.028;0.026,105;100;60,0.888
1.032;0.1042;0.4688;0.4271;0.0067;0.03;0.0273,120;90;35,1.02
1.044;0.0943;0.434;0.4717;0.0067;0.0307;0.0333,70;85;120,0.768
0.996;0.0488;0.5;0.4512;0.0027;0.0273;0.0247,100;95;30,0.9
0.864;0.0366;0.4878;0.4756;0.002;0.0267;0.026,55;120;70,0.984
0.552;0.0141;0.5211;0.4648;0.0007;0.0247;0.022,60;80;105,0.888
0.972;0.0;0.475;0.525;0.0;0.0253;0.028,85;30;35,0.948
1.02;0.0;0.5195;0.4805;0.0;0.0267;0.0247,70;30;50,1.056
1.116;0.0682;0.5114;0.4205;0.004;0.03;0.0247,95;80;95,0.9
1.068;0.0;0.4944;0.5056;0.0;0.0293;0.03,40;85;80,0.852
0.864;0.0;0.5;0.5;0.0;0.0287;0.0287,100;55;85,0.876
0.672;0.0087;0.4348;0.5565;0.0007;0.0333;0.0427,110;45;70,0.732
0.072;0.0274;0.4658;0.5068;0.0013;0.0227;0.0247,120;95;50,0.912
1.14;0.0521;0.4896;0.4583;0.0033;0.0313;0.0293,120;105;100,0.948
0.42;0.0;0.4706;0.5294;0.0;0.0213;0.024,40;115;75,0.816
1.152;0.0593;0.4746;0.4661;0.0047;0.0373;0.0367,95;120;50,0.876
0.732;0.027;0.473;0.5;0.0013;0.0233;0.0247,35;40;40,0.912
0.852;0.05;0.51;0.44;0.0033;0.034;0.0293,115;80;115,0.876
0.96;0.0119;0.5;0.4881;0.0007;0.028;0.0273,35;45;50,0.9
1.056;0.0247;0.5185;0.4568;0.0013;0.028;0.0247,55;95;110,1.008
0.72;0.0141;0.507;0.4789;0.0007;0.024;0.0227,45;110;30,0.936
0.684;0.0;0.5195;0.4805;0.0;0.0267;0.0247,30;55;115,0.84
1.092;0.0824;0.4588;0.4588;0.0047;0.026;0.026,75;55;110,0.936
0.9;0.0;0.506;0.494;0.0;0.028;0.0273,60;35;45,0.852
1.068;0.0225;0.5506;0.427;0.0013;0.0327;0.0253,115;35;75,0.936
0.948;0.0;0.5429;0.4571;0.0;0.0253;0.0213,40;60;30,1.08
1.128;0.0619;0.5052;0.433;0.004;0.0327;0.028,120;115;70,1.044
0.996;0.0732;0.4756;0.4512;0.004;0.026;0.0247,40;60;65,0.84
1.08;0.0515;0.4433;0.5052;0.0033;0.0287;0.0327,75;90;55,0.996
0.948;0.025;0.525;0.45;0.0013;0.028;0.024,35;45;35,0.864
0.816;0.0133;0.4667;0.52;0.0007;0.0233;0.026,90;70;40,0.936
0.948;0.0625;0.45;0.4875;0.0033;0.024;0.026,30;70;70,0.804
1.164;0.1188;0.4752;0.4059;0.008;0.032;0.0273,100;90;80,0.984
0.972;0.0;0.5301;0.4699;0.0;0.0293;0.026,35;90;45,0.876
0.78;0.0541;0.5;0.4459;0.0027;0.0247;0.022,105;85;65,0.936
0.672;0.0127;0.4557;0.5316;0.0007;0.024;0.028,70;80;110,0.912
1.056;0.0435;0.4674;0.4891;0.0027;0.0287;0.03,100;55;60,0.9
1.032;0.0247;0.4815;0.4938;0.0013;0.026;0.0267,100;105;85,0.852
0.996;0.0531;0.5133;0.4336;0.004;0.0387;0.0327,80;95;115,0.852
1.056;0.0118;0.5176;0.4706;0.0007;0.0293;0.0267,85;75;50,0.996
0.588;0.0145;0.5217;0.4638;0.0007;0.024;0.0213,50;50;45,0.912
1.068;0.0108;0.4839;0.5054;0.0007;0.03;0.0313,65;100;40,1.08
1.056;0.05;0.5;0.45;0.0027;0.0267;0.024,105;85;80,0.936
1.044;0.0103;0.5155;0.4742;0.0007;0.0333;0.0307,30;75;105,0.864
0.912;0.0274;0.5068;0.4658;0.0013;0.0247;0.0227,50;65;70,0.828
1.056;0.0778;0.4889;0.4333;0.0047;0.0293;0.026,120;40;45,0.96
0.888;0.086;0.4624;0.4516;0.0053;0.0287;0.028,65;45;100,0.804
1.092;0.0323;0.5161;0.4516;0.002;0.032;0.028,100;100;75,0.972
1.068;0.0095;0.5143;0.4762;0.0007;0.036;0.0333,110;80;30,0.936
0.66;0.0127;0.481;0.5063;0.0007;0.0253;0.0267,65;115;85,0.78
0.78;0.0;0.5443;0.4557;0.0;0.0287;0.024,95;105;40,0.972
0.792;0.0417;0.4444;0.5139;0.002;0.0213;0.0247,120;100;75,0.888
1.068;0.0;0.4952;0.5048;0.0;0.0347;0.0353,35;95;115,0.816
0.816;0.0288;0.5096;0.4615;0.002;0.0353;0.032,70;120;55,0.732
1.008;0.0;0.4691;0.5309;0.0;0.0253;0.0287,45;35;85,1.092
1.152;0.0571;0.4857;0.4571;0.004;0.034;0.032,100;95;55,0.996
0.984;0.0533;0.44;0.5067;0.0027;0.022;0.0253,60;100;60,0.912
0.852;0.0106;0.5319;0.4574;0.0007;0.0333;0.0287,65;110;90,0.924
1.008;0.0219;0.4818;0.4964;0.002;0.044;0.0453,65;75;35,0.744
0.084;0.0;0.5072;0.4928;0.0;0.0233;0.0227,95;40;45,0.888
0.84;0.025;0.525;0.45;0.0013;0.028;0.024,75;100;30,0.852
0.924;0.0122;0.5;0.4878;0.0007;0.0273;0.0267,50;55;55,0.78
0.996;0.0111;0.4889;0.5;0.0007;0.0293;0.03,100;45;35,1.044
0.864;0.0125;0.4875;0.5;0.0007;0.026;0.0267,45;60;40,0.9
0.936;0.0093;0.463;0.5278;0.0007;0.0333;0.038,75;120;105,0.912
0.216;0.0;0.4714;0.5286;0.0;0.022;0.0247,80;40;90,0.816
1.176;0.0089;0.5089;0.4821;0.0007;0.038;0.036,50;60;110,0.828
1.068;0.0375;0.4625;0.5;0.002;0.0247;0.0267,100;80;50,0.9
0.552;0.0;0.4737;0.5263;0.0;0.024;0.0267,115;100;50,0.936
1.116;0.0606;0.4646;0.4747;0.004;0.0307;0.0313,90;115;55,0.876
1.056;0.0366;0.4878;0.4756;0.002;0.0267;0.026,80;75;75,0.84
0.936;0.0235;0.4824;0.4941;0.0013;0.0273;0.028,75;110;75,1.092
0.912;0.0364;0.5;0.4636;0.0027;0.0367;0.034,60;105;40,0.804
0.6;0.0274;0.5342;0.4384;0.0013;0.026;0.0213,90;110;100,0.816
0.984;0.0562;0.5056;0.4382;0.0033;0.03;0.026,40;120;85,0.852
1.104;0.0319;0.4894;0.4787;0.002;0.0307;0.03,115;110;100,0.924
1.02;0.0784;0.4902;0.4314;0.0053;0.0333;0.0293,45;70;115,0.78
1.068;0.0233;0.5;0.4767;0.0013;0.0287;0.0273,40;90;110,0.924
1.092;0.0781;0.4922;0.4297;0.0067;0.042;0.0367,100;50;40,0.768
1.044;0.025;0.4875;0.4875;0.0013;0.026;0.026,110;75;50,0.888
0.744;0.0222;0.4667;0.5111;0.0013;0.028;0.0307,85;65;75,0.792
0.852;0.1327;0.4694;0.398;0.0087;0.0307;0.026,95;75;80,0.852
1.044;0.0519;0.4805;0.4675;0.0027;0.0247;0.024,40;80;75,0.9
0.744;0.0;0.4583;0.5417;0.0;0.022;0.026,45;80;110,0.9
0.9;0.012;0.494;0.494;0.0007;0.0273;0.0273,35;55;115,0.96
0.744;0.0127;0.519;0.4684;0.0007;0.0273;0.0247,50;65;115,0.84
1.08;0.0446;0.5;0.4554;0.0033;0.0373;0.034,80;80;35,0.924
1.08;0.0106;0.5213;0.4681;0.0007;0.0327;0.0293,40;95;70,0.852
1.008;0.0;0.5114;0.4886;0.0;0.03;0.0287,95;50;30,1.02
0.552;0.0125;0.5125;0.475;0.0007;0.0273;0.0253,55;40;60,0.804
0.984;0.0111;0.4556;0.5333;0.0007;0.0273;0.032,75;85;40,0.828
0.996;0.0111;0.4889;0.5;0.0007;0.0293;0.03,120;100;120,0.9
0.864;0.0513;0.5043;0.4444;0.004;0.0393;0.0347,95;115;45,0.756
0.78;0.0;0.507;0.493;0.0;0.024;0.0233,110;45;110,0.84
0.612;0.0;0.5079;0.4921;0.0;0.0213;0.0207,90;70;45,0.972
1.116;0.0581;0.4884;0.4535;0.0033;0.028;0.026,90;85;95,0.96
1.02;0.0602;0.4819;0.4578;0.0033;0.0267;0.0253,90;40;50,1.008
1.14;0.0645;0.5161;0.4194;0.004;0.032;0.026,115;110;45,0.984
1.044;0.0294;0.4804;0.4902;0.002;0.0327;0.0333,40;75;70,0.864
0.888;0.1301;0.439;0.4309;0.0107;0.036;0.0353,40;105;110,0.768
0.936;0.012;0.4699;0.5181;0.0007;0.026;0.0287,105;90;30,0.84
0.828;0.0339;0.5169;0.4492;0.0027;0.0407;0.0353,80;90;85,0.78
1.008;0.0641;0.4872;0.4487;0.0033;0.0253;0.0233,80;35;60,0.888
0.828;0.0115;0.4943;0.4943;0.0007;0.0287;0.0287,30;35;100,0.828
0.984;0.023;0.5057;0.4713;0.0013;0.0293;0.0273,120;30;40,0.912
0.996;0.0522;0.487;0.4609;0.004;0.0373;0.0353,70;35;45,0.768
0.732;0.0;0.5357;0.4643;0.0;0.03;0.026,60;45;45,0.912
0.732;0.0141;0.5211;0.4648;0.0007;0.0247;0.022,55;80;60,0.96
0.936;0.0222;0.4333;0.5444;0.0013;0.026;0.0327,120;35;50,0.972
0.864;0.0;0.4815;0.5185;0.0;0.0347;0.0373,85;30;50,0.78
1.116;0.1075;0.4624;0.4301;0.0133;0.0573;0.0533,110;105;50,0.744
0.144;0.0143;0.5571;0.4286;0.0007;0.026;0.02,60;60;90,0.864
0.96;0.044;0.4835;0.4725;0.0027;0.0293;0.0287,120;90;100,0.912
0.996;0.0116;0.5;0.4884;0.0007;0.0287;0.028,70;35;30,0.876
0.576;0.0133;0.4667;0.52;0.0007;0.0233;0.026,75;90;85,0.864
1.224;0.0442;0.5133;0.4425;0.0033;0.0387;0.0333,100;65;115,0.996
0.516;0.0137;0.4658;0.5205;0.0007;0.0227;0.0253,95;100;90,0.936
1.032;0.0;0.4854;0.5146;0.0;0.0333;0.0353,30;105;105,0.948
1.08;0.0108;0.5161;0.4731;0.0007;0.032;0.0293,100;65;110,1.032
1.044;0.0826;0.4312;0.4862;0.006;0.0313;0.0353,45;70;70,0.84
1.02;0.0588;0.4824;0.4588;0.0033;0.0273;0.026,30;70;90,0.768
0.6;0.013;0.4675;0.5195;0.0007;0.024;0.0267,90;85;40,0.912
0.768;0.0;0.506;0.494;0.0;0.028;0.0273,75;75;75,0.912
0.66;0.013;0.4545;0.5325;0.0007;0.0233;0.0273,90;60;45,0.9
1.008;0.0471;0.4706;0.4824;0.0027;0.0267;0.0273,45;80;35,1.02
0.852;0.0;0.4756;0.5244;0.0;0.026;0.0287,40;30;45,1.02
0.468;0.0;0.4493;0.5507;0.0;0.0207;0.0253,35;115;70,0.852
0.804;0.0123;0.4815;0.5062;0.0007;0.026;0.0273,50;90;120,0.912
0.852;0.0526;0.4737;0.4737;0.0027;0.024;0.024,55;120;115,0.984
0.888;0.044;0.5275;0.4286;0.0027;0.032;0.026,35;75;120,0.936
0.528;0.0274;0.5068;0.4658;0.0013;0.0247;0.0227,90;30;105,0.9
1.116;0.1028;0.4579;0.4393;0.0073;0.0327;0.0313,90;110;45,0.9
0.528;0.0139;0.4583;0.5278;0.0007;0.022;0.0253,65;80;55,0.78
1.104;0.0444;0.5;0.4556;0.0027;0.03;0.0273,90;45;90,0.948
1.044;0.043;0.4839;0.4731;0.0027;0.03;0.0293,65;65;55,0.888
0.864;0.0125;0.5125;0.475;0.0007;0.0273;0.0253,45;50;35,0.936
0.9;0.0;0.4935;0.5065;0.0;0.0253;0.026,85;30;115,0.984
0.708;0.0;0.52;0.48;0.0;0.026;0.024,105;105;115,0.792
0.684;0.0;0.4722;0.5278;0.0;0.0227;0.0253,40;95;105,0.936
0.96;0.0;0.495;0.505;0.0;0.0333;0.034,120;105;105,0.864
0.624;0.0137;0.4795;0.5068;0.0007;0.0233;0.0247,115;120;30,0.96
0.948;0.0;0.5233;0.4767;0.0;0.03;0.0273,40;75;45,1.008
0.84;0.0128;0.5128;0.4744;0.0007;0.0267;0.0247,80;100;35,0.852
0.648;0.0;0.473;0.527;0.0;0.0233;0.026,35;105;80,0.924
0.9;0.0104;0.4896;0.5;0.0007;0.0313;0.032,75;120;110,0.924
0.708;0.0244;0.4878;0.4878;0.0013;0.0267;0.0267,45;85;65,0.9
0.804;0.0286;0.5;0.4714;0.0013;0.0233;0.022,110;35;110,0.912
1.164;0.1019;0.4815;0.4167;0.0073;0.0347;0.03,55;50;105,0.924
1.044;0.0519;0.4805;0.4675;0.0027;0.0247;0.024,60;65;115,0.96
0.768;0.027;0.5;0.473;0.0013;0.0247;0.0233,30;120;55,0.936
1.068;0.0;0.4881;0.5119;0.0;0.0273;0.0287,110;90;110,0.984
1.044;0.0337;0.4944;0.4719;0.002;0.0293;0.028,50;110;50,0.936
0.648;0.0;0.5125;0.4875;0.0;0.0273;0.026,120;55;115,0.864
0.72;0.0;0.4944;0.5056;0.0;0.0293;0.03,55;35;50,0.888
0.9;0.0642;0.5138;0.422;0.0047;0.0373;0.0307,115;100;50,0.78
1.008;0.0115;0.5172;0.4713;0.0007;0.03;0.0273,120;35;120,0.912
1.176;0.0;0.5393;0.4607;0.0;0.032;0.0273,70;95;55,1.14
0.468;0.0143;0.5143;0.4714;0.0007;0.024;0.022,60;55;75,0.828
1.128;0.0721;0.4955;0.4324;0.0053;0.0367;0.032,110;65;55,0.864
1.056;0.061;0.4512;0.4878;0.0033;0.0247;0.0267,45;90;95,0.924
0.576;0.0;0.4932;0.5068;0.0;0.024;0.0247,110;55;85,0.852
0.852;0.037;0.4691;0.4938;0.002;0.0253;0.0267,40;50;50,0.864
0.936;0.0333;0.5222;0.4444;0.002;0.0313;0.0267,45;100;105,0.804
1.032;0.0326;0.4783;0.4891;0.002;0.0293;0.03,95;105;35,0.924
0.468;0.0;0.5352;0.4648;0.0;0.0253;0.022,55;65;85,0.912
1.056;0.0989;0.5055;0.3956;0.006;0.0307;0.024,95;85;55,0.804
0.54;0.0;0.493;0.507;0.0;0.0233;0.024,30;55;105,0.84
0.948;0.0133;0.5067;0.48;0.0007;0.0253;0.024,40;35;50,0.924
0.912;0.0241;0.494;0.4819;0.0013;0.0273;0.0267,30;45;90,0.936
0.948;0.0;0.5;0.5;0.0;0.0287;0.0287,105;95;60,0.96
0.768;0.0119;0.5;0.4881;0.0007;0.028;0.0273,60;65;105,0.936
0.936;0.039;0.4675;0.4935;0.002;0.024;0.0253,95;55;90,0.864
1.044;0.0476;0.4643;0.4881;0.0027;0.026;0.0273,50;85;90,0.804
1.152;0.1351;0.4685;0.3964;0.01;0.0347;0.0293,110;75;95,0.852
0.972;0.0127;0.5316;0.4557;0.0007;0.028;0.024,30;110;95,0.876
0.924;0.0;0.5354;0.4646;0.0;0.0353;0.0307,55;60;70,0.876
0.564;0.0143;0.4714;0.5143;0.0007;0.022;0.024,75;55;105,0.912
0.9;0.023;0.4943;0.4828;0.0013;0.0287;0.028,75;45;120,0.96
0.372;0.0143;0.5;0.4857;0.0007;0.0233;0.0227,60;95;110,0.792
1.104;0.0208;0.4792;0.5;0.0013;0.0307;0.032,45;65;120,0.996
0.396;0.0143;0.5;0.4857;0.0007;0.0233;0.0227,50;60;75,0.888
1.008;0.0345;0.4943;0.4713;0.002;0.0287;0.0273,55;65;40,1.032
1.068;0.025;0.45;0.525;0.0013;0.024;0.028,45;105;100,0.924
1.092;0.0118;0.4824;0.5059;0.0007;0.0273;0.0287,70;35;100,1.128
0.804;0.0115;0.5057;0.4828;0.0007;0.0293;0.028,75;115;40,0.924
0.996;0.0323;0.4516;0.5161;0.002;0.028;0.032,65;35;90,1.056
1.056;0.0177;0.4867;0.4956;0.0013;0.0367;0.0373,95;100;100,0.816
0.42;0.0;0.4559;0.5441;0.0;0.0207;0.0247,30;75;40,0.888
0.948;0.0241;0.506;0.4699;0.0013;0.028;0.026,40;90;55,0.948
0.876;0.0;0.5213;0.4787;0.0;0.0327;0.03,30;35;35,0.792
0.66;0.0;0.5286;0.4714;0.0;0.0247;0.022,30;110;90,0.876
1.056;0.0455;0.4773;0.4773;0.0027;0.028;0.028,120;35;85,0.972
0.936;0.0;0.5169;0.4831;0.0;0.0307;0.0287,30;60;40,0.912
1.08;0.0341;0.5341;0.4318;0.002;0.0313;0.0253,70;75;95,0.936
0.744;0.0;0.5;0.5;0.0;0.0273;0.0273,85;105;115,0.924
1.068;0.043;0.4946;0.4624;0.0027;0.0307;0.0287,35;110;115,0.936
1.032;0.0233;0.5233;0.4535;0.0013;0.03;0.026,60;40;45,0.864
0.996;0.0114;0.5;0.4886;0.0007;0.0293;0.0287,110;35;80,0.864
0.804;0.0;0.4881;0.5119;0.0;0.0273;0.0287,40;45;40,0.912
0.792;0.0256;0.5128;0.4615;0.0013;0.0267;0.024,90;30;45,0.876
1.068;0.0111;0.5111;0.4778;0.0007;0.0307;0.0287,40;80;90,0.96
0.624;0.0;0.5507;0.4493;0.0;0.0253;0.0207,110;40;50,0.828
1.008;0.0;0.4943;0.5057;0.0;0.0287;0.0293,45;75;70,0.996
0.624;0.0263;0.4737;0.5;0.0013;0.024;0.0253,90;95;40,0.84
1.116;0.0816;0.4796;0.4388;0.0053;0.0313;0.0287,110;80;100,0.816
0.996;0.0737;0.4842;0.4421;0.0047;0.0307;0.028,105;115;30,0.828
0.828;0.0;0.519;0.481;0.0;0.0273;0.0253,30;45;90,0.888
1.116;0.025;0.5083;0.4667;0.002;0.0407;0.0373,70;105;40,0.792
1.032;0.0345;0.5172;0.4483;0.002;0.03;0.026,75;110;110,0.876
1.092;0.0588;0.5059;0.4353;0.0033;0.0287;0.0247,50;40;60,1.02
0.504;0.0;0.5278;0.4722;0.0;0.0253;0.0227,100;50;45,0.828
0.672;0.0244;0.4634;0.5122;0.0013;0.0253;0.028,55;115;70,0.876
1.08;0.0471;0.4706;0.4824;0.0027;0.0267;0.0273,120;50;35,0.996
0.78;0.0244;0.4756;0.5;0.0013;0.026;0.0273,120;90;85,0.96
1.116;0.0968;0.5081;0.3952;0.008;0.042;0.0327,115;60;55,0.84
1.02;0.0247;0.4815;0.4938;0.0013;0.026;0.0267,30;105;85,0.948
1.092;0.0;0.5109;0.4891;0.0;0.0313;0.03,75;110;95,1.044
1.068;0.0112;0.4719;0.5169;0.0007;0.028;0.0307,75;50;80,1.02
0.588;0.0141;0.507;0.4789;0.0007;0.024;0.0227,60;80;110,0.96
1.068;0.0833;0.4688;0.4479;0.0053;0.03;0.0287,85;85;95,0.984
0.768;0.0125;0.5;0.4875;0.0007;0.0267;0.026,65;115;45,0.744
0.9;0.023;0.4713;0.5057;0.0013;0.0273;0.0293,45;30;35,0.864
0.828;0.0421;0.4737;0.4842;0.0027;0.03;0.0307,55;50;120,0.744
1.104;0.02;0.51;0.47;0.0013;0.034;0.0313,100;115;100,0.984
0.528;0.0;0.4521;0.5479;0.0;0.022;0.0267,110;50;80,0.876
1.068;0.0306;0.4694;0.5;0.002;0.0307;0.0327,120;75;35,0.96
1.092;0.1032;0.4921;0.4048;0.0087;0.0413;0.034,100;55;40,0.78
1.02;0.0235;0.5176;0.4588;0.0013;0.0293;0.026,50;100;35,0.9
0.768;0.0274;0.5068;0.4658;0.0013;0.0247;0.0227,95;60;60,0.768
1.008;0.011;0.5275;0.4615;0.0007;0.032;0.028,40;80;105,0.876
0.696;0.0;0.5316;0.4684;0.0;0.028;0.0247,50;45;115,0.96
1.128;0.0;0.4949;0.5051;0.0;0.0327;0.0333,45;75;75,0.996
0.348;0.0;0.4861;0.5139;0.0;0.0233;0.0247,85;75;80,0.936
1.008;0.0217;0.5435;0.4348;0.0013;0.0333;0.0267,70;105;30,0.948
1.008;0.0;0.4713;0.5287;0.0;0.0273;0.0307,120;105;30,0.972
1.152;0.0455;0.4909;0.4636;0.0033;0.036;0.034,80;75;110,0.972
1.104;0.0625;0.5312;0.4062;0.004;0.034;0.026,70;110;45,0.864
0.78;0.04;0.4533;0.5067;0.002;0.0227;0.0253,70;80;45,0.876
